Date,Time,Time Zone,Gross Sales,Discounts,Service Charges,Net Sales,Gift Card Sales,Tax,Tip,Partial Refunds,Total Collected,Source,Card,Card Entry Methods,Cash,Square Gift Card,Other Tender,Other Tender Type,Other Tender Note,Fees,Net Total,Transaction ID,Payment ID,Card Brand,PAN Suffix,Device Name,Staff Name,Staff ID,Details,Description,Event Type,Location,Dining Option,Customer ID,Customer Name,Customer Reference ID,Initial Fees,Adjustment Fees,Device Nickname,Fee Plan,Number of Adjustments,Adjustment Date(s),Third Party Fees,Deposit ID,Deposit Date,Deposit Details,Fee Percentage Rate,Fee Fixed Rate,Refund Reason,Discount Name,Transaction Status,Cash App,Order Reference ID,Fulfillment Note
2023-05-30,15:35:47,Eastern Time (US & Canada),$394.00,$0.00,$0.00,$394.00,$0.00,$0.00,$0.00,$0.00,$394.00,Virtual Terminal,$394.00,Keyed,$0.00,$0.00,$0.00,"","",-$10.47,$383.53,Y7ppZqEMQTJ9gQUmeEQLUUsONAXZY,DTpEWepa7v8IoaOiN2sTGlSbrYGZY,Visa,6876,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/Y7ppZqEMQTJ9gQUmeEQLUUsONAXZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 766,Payment,Prince Peter Collection,"",BX490ZPVBWT8947SEA7A9PY5VR,BLU POPPY,"",-$10.47,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,15:18:07,Eastern Time (US & Canada),"$1,399.00",$0.00,$0.00,"$1,399.00",$0.00,$0.00,$0.00,$0.00,"$1,399.00",Virtual Terminal,"$1,399.00",Keyed,$0.00,$0.00,$0.00,"","",-$36.80,"$1,362.20",gViGAkOXYgJZvO6E2ZIu3OAWsMWZY,vpHxhi4jXTqkBS3iEkRkAcuwyl8YY,American Express,7018,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/gViGAkOXYgJZvO6E2ZIu3OAWsMWZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 1065,Payment,Prince Peter Collection,"",CYPRNX2KKDRA6XCM1YVMY4XT14,BABY BLISS,"",-$36.80,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,15:10:21,Eastern Time (US & Canada),"$3,426.00",$0.00,$0.00,"$3,426.00",$0.00,$0.00,$0.00,$0.00,"$3,426.00",Virtual Terminal,"$3,426.00",Keyed,$0.00,$0.00,$0.00,"","",-$89.91,"$3,336.09",eSDRPvWHg0SpN0Dx4LKWeZmWnhOZY,rbN90YJHgBva1EGb9xVjJ5YdtHNZY,Visa,0423,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/eSDRPvWHg0SpN0Dx4LKWeZmWnhOZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 1056,Payment,Prince Peter Collection,"",WMMJTG1BK8YM16WZKCZVK2F4PC,DENNYS,"",-$89.91,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,14:59:40,Eastern Time (US & Canada),$411.00,$0.00,$0.00,$411.00,$0.00,$0.00,$0.00,$0.00,$411.00,Virtual Terminal,$411.00,Keyed,$0.00,$0.00,$0.00,"","",-$10.92,$400.08,MxbNmwdRMdS0W7xhUFaEhyNn7ZXZY,Neqb4DRR7Wwi3s1XRsZ2umar5SLZY,Visa,7588,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/MxbNmwdRMdS0W7xhUFaEhyNn7ZXZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 802 & INV 1038,Payment,Prince Peter Collection,"",QNJNKA4R98ZTK3FXA39BWFGJJ4,KENZIE & HOPE,"",-$10.92,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,14:43:12,Eastern Time (US & Canada),$176.00,$0.00,$0.00,$176.00,$0.00,$0.00,$0.00,$0.00,$176.00,Virtual Terminal,$176.00,Keyed,$0.00,$0.00,$0.00,"","",-$4.76,$171.24,AvtrbtT1eL3LQlwnh1isQ6rx49LZY,3zyji9vRTGbEXg0XgnFVeoxU9FaZY,MasterCard,0248,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/AvtrbtT1eL3LQlwnh1isQ6rx49LZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 900,Payment,Prince Peter Collection,"",7HQ2ZZ4ZRWRHVFWCMFJ4G1KQ68,CHARLOTTE WEST,"",-$4.76,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,14:39:41,Eastern Time (US & Canada),$220.00,$0.00,$0.00,$220.00,$0.00,$0.00,$0.00,$0.00,$220.00,Virtual Terminal,$220.00,Keyed,$0.00,$0.00,$0.00,"","",-$5.91,$214.09,SAbsjS2Fu6Y6sHlZxSTZUqTde4MZY,X7GRFKOxtfpQxLTwpu68K92UH2TZY,Visa,3012,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/SAbsjS2Fu6Y6sHlZxSTZUqTde4MZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INVOICE 10232,Payment,Prince Peter Collection,"",359V0VRRGC8HMTG5440Y91KY1M,UNION STREET BOUTIQUE,"",-$5.91,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,14:38:29,Eastern Time (US & Canada),$125.00,$0.00,$0.00,$125.00,$0.00,$0.00,$0.00,$0.00,$125.00,Virtual Terminal,$125.00,Keyed,$0.00,$0.00,$0.00,"","",-$3.43,$121.57,qS2eUJmeIdakSRJWvYkorqmHK86YY,5UQ6wgodOT3hfb713QwvsbQzl2JZY,American Express,8015,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/qS2eUJmeIdakSRJWvYkorqmHK86YY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 978,Payment,Prince Peter Collection,"",XZ2VWTMQ3MV9F0ECQS6R20AVY8,AUSTYN PARKER,"",-$3.43,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,14:24:19,Eastern Time (US & Canada),$242.00,$0.00,$0.00,$242.00,$0.00,$0.00,$0.00,$0.00,$242.00,Virtual Terminal,$242.00,Keyed,$0.00,$0.00,$0.00,"","",-$6.49,$235.51,yEzds2m9j3hqub6hSfx8aOz5seSZY,ZUyvuHD8s8fx8pOeqTQGs0GrYeJZY,American Express,6018,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/yEzds2m9j3hqub6hSfx8aOz5seSZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INVOICE 10451,Payment,Prince Peter Collection,"",4PEAV2V9J1RMGX239D1KXTK05R,GYPSY BLOSSOM,"",-$6.49,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,14:19:13,Eastern Time (US & Canada),"$2,676.20",$0.00,$0.00,"$2,676.20",$0.00,$0.00,$0.00,$0.00,"$2,676.20",Virtual Terminal,"$2,676.20",Keyed,$0.00,$0.00,$0.00,"","",-$70.27,"$2,605.93",cD8LiMggWYghx5XBhP7yPjsjXIOZY,NMpBJfFppiuM6tKRqPXKODYLSXFZY,Visa,0423,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/cD8LiMggWYghx5XBhP7yPjsjXIOZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 10557,Payment,Prince Peter Collection,"",K6CVXNHEE8R8D73WFV16CYZRZC,DENNYS,"",-$70.27,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-30,13:45:16,Eastern Time (US & Canada),$265.00,$0.00,$0.00,$265.00,$0.00,$0.00,$0.00,$0.00,$265.00,Virtual Terminal,$265.00,Keyed,$0.00,$0.00,$0.00,"","",-$7.09,$257.91,4bv4hsJDRCVFiH2jjS2MBDvFhcDZY,1oH8m6RZ2z498T5Vhm8J6Da1IZAZY,Visa,8606,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/4bv4hsJDRCVFiH2jjS2MBDvFhcDZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INVOICE 10559,Payment,Prince Peter Collection,"",WFWK1NN74F161KQ1MBMYBFEG48,EAT SLEEP PILATES,"",-$7.09,$0.00,,Blended Rate,0,"",$0.00,3ZKTWTCSZZBM8YVBK5BY12E3434D,2023-05-30,https://squareup.com/dashboard/sales/deposits/3ZKTWTCSZZBM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-26,16:30:18,Eastern Time (US & Canada),$95.00,$0.00,$0.00,$95.00,$0.00,$0.00,$0.00,$0.00,$95.00,Virtual Terminal,$95.00,Keyed,$0.00,$0.00,$0.00,"","",-$2.64,$92.36,Ul7JwRQV3r98OtP09UbclNXqsSJZY,fhxIABYt5SOj7qelBAtIUlNNghCZY,Visa,9075,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/Ul7JwRQV3r98OtP09UbclNXqsSJZY/by-unit/M2M1D5VSHW54Y,Custom Amount - invoice 10375,Payment,Prince Peter Collection,"",GKGGW056PRR2Z67571RAGH6HNM,ARLO,"",-$2.64,$0.00,,Blended Rate,0,"",$0.00,3Z2D9WXGQXSG8YVBK5BY12E3434D,2023-05-28,https://squareup.com/dashboard/sales/deposits/3Z2D9WXGQXSG8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-25,16:08:39,Eastern Time (US & Canada),$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,-$171.00,-$171.00,Point of Sale,-$171.00,Keyed,$0.00,$0.00,$0.00,"","",$0.00,-$171.00,Y8iapnGdlexdTC7tjGWzMD5eV,xcic6w3m5nFfw0gA4Gz9Xa3XtHMZY,Visa,5156,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/Y8iapnGdlexdTC7tjGWzMD5eV/by-unit/M2M1D5VSHW54Y,Custom Amount,Refund,Prince Peter Collection,"","","","",$0.00,$0.00,,Blended Rate,0,"",$0.00,3ZZS19XC7VDW8YVBK5BY12E3434D,2023-05-25,https://squareup.com/dashboard/sales/deposits/3ZZS19XC7VDW8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,Returned goods,"",Complete,$0.00,,""
2023-05-25,14:41:29,Eastern Time (US & Canada),$132.00,$0.00,$0.00,$132.00,$0.00,$0.00,$0.00,$0.00,$132.00,Virtual Terminal,$132.00,Keyed,$0.00,$0.00,$0.00,"","",-$3.61,$128.39,iW0rWkJA0Wzpksl8sQeMlTgb5IZZY,FiskXIdJZewbo5vZvPYzLU2kb4DZY,Visa,9096,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/iW0rWkJA0Wzpksl8sQeMlTgb5IZZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 1058,Payment,Prince Peter Collection,"",2GHER8F6AMS2B41S432BE553EM,SLOANE STREET,"",-$3.61,$0.00,,Blended Rate,0,"",$0.00,3ZZS19XC7VDW8YVBK5BY12E3434D,2023-05-25,https://squareup.com/dashboard/sales/deposits/3ZZS19XC7VDW8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-25,14:32:11,Eastern Time (US & Canada),$781.00,$0.00,$0.00,$781.00,$0.00,$0.00,$0.00,$0.00,$781.00,Virtual Terminal,$781.00,Keyed,$0.00,$0.00,$0.00,"","",-$20.61,$760.39,sDoZZAxJO7q1D1TruD8FIMJyeTQZY,nNzhHuvF1od9EZsVIARFoaVsQs5YY,Visa,9096,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/sDoZZAxJO7q1D1TruD8FIMJyeTQZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 1058,Payment,Prince Peter Collection,"",2GHER8F6AMS2B41S432BE553EM,SLOANE STREET,"",-$20.61,$0.00,,Blended Rate,0,"",$0.00,3ZZS19XC7VDW8YVBK5BY12E3434D,2023-05-25,https://squareup.com/dashboard/sales/deposits/3ZZS19XC7VDW8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-25,14:08:58,Eastern Time (US & Canada),$127.00,$0.00,$0.00,$127.00,$0.00,$0.00,$0.00,$0.00,$127.00,Virtual Terminal,$127.00,Keyed,$0.00,$0.00,$0.00,"","",-$3.48,$123.52,E5tJFkqnIXfEI09yJOX9n0T4ZVCZY,LNAozx4WSyLb4qV2qXOTl99FRp6YY,Visa,3099,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/E5tJFkqnIXfEI09yJOX9n0T4ZVCZY/by-unit/M2M1D5VSHW54Y,Custom Amount - invoice 10553,Payment,Prince Peter Collection,"",30EYXBZBN8YR1A3SDC1J8K86XR,Gramercy Boutique,"",-$3.48,$0.00,,Blended Rate,0,"",$0.00,3ZZS19XC7VDW8YVBK5BY12E3434D,2023-05-25,https://squareup.com/dashboard/sales/deposits/3ZZS19XC7VDW8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-25,13:32:31,Eastern Time (US & Canada),$181.00,$0.00,$0.00,$181.00,$0.00,$0.00,$0.00,$0.00,$181.00,Virtual Terminal,$181.00,Keyed,$0.00,$0.00,$0.00,"","",-$4.89,$176.11,QlcTvQTzdZ0vpNPUAQu5EsYT0E6YY,zFwPDbOaCog6W6Llg0zP5q4rDWXZY,Visa,0591,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/QlcTvQTzdZ0vpNPUAQu5EsYT0E6YY/by-unit/M2M1D5VSHW54Y,Custom Amount - invoice 10489 partial pay,Payment,Prince Peter Collection,"",T9AJFVYZPWXR5FHGM9KVBHMF7W,MONTMARTE,"",-$4.89,$0.00,,Blended Rate,0,"",$0.00,3ZZS19XC7VDW8YVBK5BY12E3434D,2023-05-25,https://squareup.com/dashboard/sales/deposits/3ZZS19XC7VDW8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
2023-05-23,15:44:33,Eastern Time (US & Canada),$296.00,$0.00,$0.00,$296.00,$0.00,$0.00,$0.00,$0.00,$296.00,Virtual Terminal,$296.00,Keyed,$0.00,$0.00,$0.00,"","",-$7.91,$288.09,0VNKYtgGqe5c9b26ORZeofIppyDZY,bpEb6T6yXeHjCaCt7mFcVtRnDkMZY,American Express,6017,,Ram Narayanan,,https://squareup.com/dashboard/sales/transactions/0VNKYtgGqe5c9b26ORZeofIppyDZY/by-unit/M2M1D5VSHW54Y,Custom Amount - INV 10552,Payment,Prince Peter Collection,"",AHVQJ8EGJRSDSE5YND6JPSQF84,sloane street,"",-$7.91,$0.00,,Blended Rate,0,"",$0.00,3ZJ3FARP7SVM8YVBK5BY12E3434D,2023-05-23,https://squareup.com/dashboard/sales/deposits/3ZJ3FARP7SVM8YVBK5BY12E3434D/by-unit/M2M1D5VSHW54Y,2.62,$0.15,"","",Complete,$0.00,,""
